,No.,Company,Format,Form Type,Filing Date,Size,Link,CIK,Ticker
163,152,180 Connect Inc.,[text] [html],8-K,08/30/2007,1633432,/Archives/edgar/data/1323639/000095014407008296/0000950144-07-008296-index.htm,0001323639,NOT IN LIST
164,152,180 Connect Inc.,[text] [html],SC 13G/A,08/27/2007,20479,/Archives/edgar/data/1323639/000129898307000064/0001298983-07-000064-index.htm,0001298983,NOT IN LIST
165,152,180 Connect Inc.,[text] [html],3,08/27/2007,11874,/Archives/edgar/data/1323639/000117911007017404/0001179110-07-017404-index.htm,0001323639,NOT IN LIST
166,152,180 Connect Inc.,[text] [html],3,08/27/2007,11827,/Archives/edgar/data/1323639/000117911007017402/0001179110-07-017402-index.htm,0001323639,NOT IN LIST
167,152,180 Connect Inc.,[text] [html],4,08/27/2007,7674,/Archives/edgar/data/1323639/000117911007017401/0001179110-07-017401-index.htm,0001323639,NOT IN LIST
168,152,180 Connect Inc.,[text] [html],4,08/27/2007,7530,/Archives/edgar/data/1323639/000117911007017395/0001179110-07-017395-index.htm,0001323639,NOT IN LIST
169,152,180 Connect Inc.,[text] [html],4,08/27/2007,7697,/Archives/edgar/data/1323639/000117911007017397/0001179110-07-017397-index.htm,0001323639,NOT IN LIST
170,152,180 Connect Inc.,[text] [html],4,08/27/2007,7527,/Archives/edgar/data/1323639/000117911007017403/0001179110-07-017403-index.htm,0001323639,NOT IN LIST
171,152,180 Connect Inc.,[text] [html],3,08/27/2007,11863,/Archives/edgar/data/1323639/000117911007017398/0001179110-07-017398-index.htm,0001323639,NOT IN LIST
172,152,180 Connect Inc.,[text] [html],3,08/27/2007,11600,/Archives/edgar/data/1323639/000117911007017394/0001179110-07-017394-index.htm,0001323639,NOT IN LIST
173,152,180 Connect Inc.,[text] [html],4,08/27/2007,5941,/Archives/edgar/data/1323639/000117911007017405/0001179110-07-017405-index.htm,0001323639,NOT IN LIST
174,152,180 Connect Inc.,[text] [html],3,08/27/2007,11760,/Archives/edgar/data/1323639/000117911007017399/0001179110-07-017399-index.htm,0001323639,NOT IN LIST
175,152,180 Connect Inc.,[text] [html],3,08/27/2007,11876,/Archives/edgar/data/1323639/000117911007017396/0001179110-07-017396-index.htm,0001323639,NOT IN LIST
176,152,180 Connect Inc.,[text] [html],3,08/27/2007,11850,/Archives/edgar/data/1323639/000117911007017400/0001179110-07-017400-index.htm,0001323639,NOT IN LIST
177,152,180 Connect Inc.,[text] [html],4,08/27/2007,5448,/Archives/edgar/data/1323639/000135764307000050/0001357643-07-000050-index.htm,0001323639,NOT IN LIST
178,152,180 Connect Inc.,[text] [html],3,08/27/2007,11824,/Archives/edgar/data/1323639/000117911007017406/0001179110-07-017406-index.htm,0001323639,NOT IN LIST
179,152,1832 Asset Management L.P.,[text] [html],SC 13G,07/08/2014,23965,/Archives/edgar/data/944388/000106299314004073/0001062993-14-004073-index.htm,0000944388,NOT IN LIST
180,152,1832 Asset Management L.P.,[text] [html],SC 13G,05/09/2014,23796,/Archives/edgar/data/944388/000106299314002704/0001062993-14-002704-index.htm,0000944388,NOT IN LIST
181,152,1832 Asset Management L.P.,[text] [html],SC 13G,01/10/2014,19011,/Archives/edgar/data/944388/000106299314000122/0001062993-14-000122-index.htm,0000944388,NOT IN LIST
182,152,1992 MSF International Ltd.,[text] [html],3,11/07/2018,6694,/Archives/edgar/data/1308315/000090266418003965/0000902664-18-003965-index.htm,0000919185,NOT IN LIST
183,152,1992 MSF International Ltd.,[text] [html],4,11/07/2018,7615,/Archives/edgar/data/1308315/000090266418003966/0000902664-18-003966-index.htm,0000919185,NOT IN LIST
184,152,1997 ANTEBI CHILDRENS INSURANCE & OTHER TRUST,[text] [html],SC 13G,11/15/1999,11356,/Archives/edgar/data/1098688/0000950148-99-002481-index.htm,0000819690,fqfc US Equity
185,152,1ST COLONIAL BANCORP INC,[text] [html],S-8,12/29/2003,60658,/Archives/edgar/data/1168230/000104746903042117/0001047469-03-042117-index.htm,0001168230,NOT IN LIST
186,152,1ST COLONIAL BANCORP INC,[text] [html],S-8,12/29/2003,60089,/Archives/edgar/data/1168230/000104746903042116/0001047469-03-042116-index.htm,0001168230,NOT IN LIST
187,152,1ST COLONIAL BANCORP INC,[text] [html],10QSB,11/14/2003,511137,/Archives/edgar/data/1168230/000110465903026497/0001104659-03-026497-index.htm,0001168230,NOT IN LIST
188,152,1ST COLONIAL BANCORP INC,[text] [html],8-K,10/21/2003,59658,/Archives/edgar/data/1168230/000110465903023244/0001104659-03-023244-index.htm,0001168230,NOT IN LIST
189,152,1ST COLONIAL BANCORP INC,[text] [html],10QSB,08/14/2003,146366,/Archives/edgar/data/1168230/000090359403000098/0000903594-03-000098-index.htm,0001168230,NOT IN LIST
190,152,1ST COLONIAL BANCORP INC,[text] [html],8-K,08/06/2003,9221,/Archives/edgar/data/1168230/000090359403000090/0000903594-03-000090-index.htm,0001168230,NOT IN LIST
191,152,1ST COLONIAL BANCORP INC,[text] [html],8-K,08/06/2003,9221,/Archives/edgar/data/1168230/000090359403000090/0000903594-03-000090-index.htm,0001168230,NOT IN LIST
192,152,1ST COLONIAL BANCORP INC,[text] [html],10QSB,05/14/2003,64658,/Archives/edgar/data/1168230/000090359403000040/0000903594-03-000040-index.htm,0001168230,NOT IN LIST
193,152,1ST COLONIAL BANCORP INC,[text] [html],10KSB,03/28/2003,232421,/Archives/edgar/data/1168230/000090359403000020/0000903594-03-000020-index.htm,0001168230,NOT IN LIST
194,152,1ST COLONIAL BANCORP INC,[text] [html],8-K,12/23/2002,6592,/Archives/edgar/data/1168230/000090359402000087/0000903594-02-000087-index.htm,0001168230,NOT IN LIST
195,152,1ST COLONIAL BANCORP INC,[text] [html],10QSB,11/12/2002,68955,/Archives/edgar/data/1168230/000090359402000077/0000903594-02-000077-index.htm,0001168230,NOT IN LIST
196,152,1ST COLONIAL BANCORP INC,[text] [html],424B1,09/23/2002,368996,/Archives/edgar/data/1168230/000089322002001139/0000893220-02-001139-index.htm,0001168230,NOT IN LIST
197,152,1ST COLONIAL BANCORP INC,[text] [html],SB-2/A,09/13/2002,413594,/Archives/edgar/data/1168230/000089322002001120/0000893220-02-001120-index.htm,0001168230,NOT IN LIST
198,152,1ST COLONIAL BANCORP INC,[text] [html],SB-2/A,08/30/2002,458012,/Archives/edgar/data/1168230/000089322002001104/0000893220-02-001104-index.htm,0001168230,NOT IN LIST
199,152,1ST COLONIAL BANCORP INC,[text] [html],10QSB,08/14/2002,54592,/Archives/edgar/data/1168230/000090359402000064/0000903594-02-000064-index.htm,0001168230,NOT IN LIST
200,152,1ST COLONIAL BANCORP INC,[text] [html],SB-2,07/12/2002,390034,/Archives/edgar/data/1168230/000089322002000888/0000893220-02-000888-index.htm,0001168230,NOT IN LIST
201,152,1ST COLONIAL BANCORP INC,[text] [html],S-4/A,04/30/2002,385873,/Archives/edgar/data/1168230/000089322002000550/0000893220-02-000550-index.htm,0001168230,NOT IN LIST
202,152,1ST COLONIAL BANCORP INC,[text] [html],S-4/A,04/19/2002,401065,/Archives/edgar/data/1168230/000089322002000464/0000893220-02-000464-index.htm,0001168230,NOT IN LIST
203,152,1ST CONSTITUTION BANCORP,[text] [html],10QSB,11/13/2002,154579,/Archives/edgar/data/1141807/000095012302010745/0000950123-02-010745-index.htm,0001141807,fccy US Equity
204,152,1ST CONSTITUTION BANCORP,[text] [html],8-K,10/23/2002,20808,/Archives/edgar/data/1141807/000092779602000316/0000927796-02-000316-index.htm,0001141807,fccy US Equity
205,152,1ST CONSTITUTION BANCORP,[text] [html],S-8,08/15/2002,27882,/Archives/edgar/data/1141807/000095012302008122/0000950123-02-008122-index.htm,0001141807,fccy US Equity
206,152,1ST CONSTITUTION BANCORP,[text] [html],10QSB,08/09/2002,139602,/Archives/edgar/data/1141807/000095012302007657/0000950123-02-007657-index.htm,0001141807,fccy US Equity
207,152,1ST CONSTITUTION BANCORP,[text] [html],10QSB,05/08/2002,659308,/Archives/edgar/data/1141807/000095012302004827/0000950123-02-004827-index.htm,0001141807,fccy US Equity
208,152,1ST CONSTITUTION BANCORP,[text] [html],ARS,03/29/2002,1631,/Archives/edgar/data/1141807/999999999702019675/9999999997-02-019675-index.htm,0001141807,fccy US Equity
209,152,1ST CONSTITUTION BANCORP,[text] [html],10KSB,03/22/2002,1043139,/Archives/edgar/data/1141807/000095012302002825/0000950123-02-002825-index.htm,0001141807,fccy US Equity
210,152,1ST CONSTITUTION BANCORP,[text] [html],DEF 14A,03/22/2002,168469,/Archives/edgar/data/1141807/000095012302002824/0000950123-02-002824-index.htm,0001141807,fccy US Equity
211,152,1ST CONSTITUTION BANCORP,[text] [html],PRE 14A,03/11/2002,167379,/Archives/edgar/data/1141807/000095012302002376/0000950123-02-002376-index.htm,0001141807,fccy US Equity
212,152,1ST CONSTITUTION BANCORP,[text] [html],10QSB,11/14/2001,399398,/Archives/edgar/data/1141807/000095012301508367/0000950123-01-508367-index.htm,0001141807,fccy US Equity
213,152,1ST CONSTITUTION BANCORP,[text] [html],10SB12G/A,09/07/2001,338783,/Archives/edgar/data/1141807/000095012301506347/0000950123-01-506347-index.htm,0001141807,fccy US Equity
214,152,1ST CONSTITUTION BANCORP,[text] [html],10SB12G/A,08/06/2001,269018,/Archives/edgar/data/1141807/000095012301505096/0000950123-01-505096-index.htm,0001141807,fccy US Equity
215,152,1ST GENX INC,[text] [html],10SB12G,09/13/2002,85108,/Archives/edgar/data/831126/000114420402000882/0001144204-02-000882-index.htm,0000831126,NOT IN LIST
216,152,1ST INTERNET GROUP INC,[text] [html],8-K,02/23/2000,5751,/Archives/edgar/data/1086232/0001005477-00-001542-index.htm,0001086232,NOT IN LIST
217,152,1ST INTERNET GROUP INC,[text] [html],15-12G,02/18/2000,4074,/Archives/edgar/data/1086232/0001005477-00-001513-index.htm,0001086232,NOT IN LIST
218,152,1ST INTERNET GROUP INC,[text] [html],10SB12G/A,01/19/2000,154590,/Archives/edgar/data/1086232/0001081271-00-000001-index.htm,0001086232,NOT IN LIST
219,152,1ST INTERNET GROUP INC,[text] [html],3,12/06/1999,8611,/Archives/edgar/data/1086232/0001081271-99-000043-index.htm,0001086232,NOT IN LIST
220,152,1ST INTERNET GROUP INC,[text] [html],3,12/06/1999,8731,/Archives/edgar/data/1086232/0001081271-99-000041-index.htm,0001086232,NOT IN LIST
221,152,1ST INTERNET GROUP INC,[text] [html],3,12/06/1999,8732,/Archives/edgar/data/1086232/0001081271-99-000039-index.htm,0001086232,NOT IN LIST
222,152,1ST INTERNET GROUP INC,[text] [html],3,12/06/1999,8604,/Archives/edgar/data/1086232/0001081271-99-000042-index.htm,0001086232,NOT IN LIST
223,152,1ST INTERNET GROUP INC,[text] [html],3,12/06/1999,9918,/Archives/edgar/data/1086232/0001081271-99-000040-index.htm,0001086232,NOT IN LIST
224,152,1ST INTERNET GROUP INC,[text] [html],10SB12G/A,11/30/1999,185459,/Archives/edgar/data/1086232/0001081271-99-000037-index.htm,0001086232,NOT IN LIST
225,152,1st NRG Corp.,[text] [html],D,12/30/2013,8053,/Archives/edgar/data/949268/000113717113000399/0001137171-13-000399-index.htm,0000949268,NOT IN LIST
226,152,1st NRG Corp.,[text] [html],D,12/04/2013,8205,/Archives/edgar/data/949268/000113717113000381/0001137171-13-000381-index.htm,0000949268,NOT IN LIST
227,152,1st NRG Corp.,[text] [html],10-Q/A,08/20/2012,273350,/Archives/edgar/data/949268/000113717112000340/0001137171-12-000340-index.htm,0000949268,NOT IN LIST
228,152,1st NRG Corp.,[text] [html],10-Q/A,08/20/2012,283140,/Archives/edgar/data/949268/000113717112000341/0001137171-12-000341-index.htm,0000949268,NOT IN LIST
229,152,1st NRG Corp.,[text] [html],10-K/A,08/20/2012,2254825,/Archives/edgar/data/949268/000113717112000338/0001137171-12-000338-index.htm,0000949268,NOT IN LIST
230,152,1st NRG Corp.,[text] [html],10-Q/A,08/20/2012,272418,/Archives/edgar/data/949268/000113717112000339/0001137171-12-000339-index.htm,0000949268,NOT IN LIST
231,152,1st NRG Corp.,[text] [html],15-12G,02/28/2011,7906,/Archives/edgar/data/949268/000113717111000108/0001137171-11-000108-index.htm,0000949268,NOT IN LIST
232,152,1st NRG Corp.,[text] [html],8-K,10/26/2010,175982,/Archives/edgar/data/949268/000113717110000618/0001137171-10-000618-index.htm,0000949268,NOT IN LIST
233,152,1st NRG Corp.,[text] [html],8-K,08/23/2010,8995,/Archives/edgar/data/949268/000113717110000490/0001137171-10-000490-index.htm,0000949268,NOT IN LIST
234,152,1st NRG Corp.,[text] [html],NT 10-K,04/01/2010,16765,/Archives/edgar/data/949268/000113717110000201/0001137171-10-000201-index.htm,0000949268,NOT IN LIST
235,152,1st NRG Corp.,[text] [html],8-K,01/11/2010,25303,/Archives/edgar/data/949268/000113717110000018/0001137171-10-000018-index.htm,0000949268,NOT IN LIST
236,152,1st NRG Corp.,[text] [html],UPLOAD,01/04/2010,35077,/Archives/edgar/data/949268/000000000010000124/0000000000-10-000124-index.htm,0000949268,NOT IN LIST
237,152,1st NRG Corp.,[text] [html],8-K,12/11/2009,209489,/Archives/edgar/data/949268/000113717109000988/0001137171-09-000988-index.htm,0000949268,NOT IN LIST
238,152,1st NRG Corp.,[text] [html],10-K/A,12/09/2009,2255252,/Archives/edgar/data/949268/000113717109000982/0001137171-09-000982-index.htm,0000949268,NOT IN LIST
239,152,1st NRG Corp.,[text] [html],10-Q,11/23/2009,283529,/Archives/edgar/data/949268/000113717109000933/0001137171-09-000933-index.htm,0000949268,NOT IN LIST
240,152,1st NRG Corp.,[text] [html],NT 10-Q,11/16/2009,16918,/Archives/edgar/data/949268/000113717109000915/0001137171-09-000915-index.htm,0000949268,NOT IN LIST
241,152,1st NRG Corp.,[text] [html],CORRESP,11/06/2009,73065,/Archives/edgar/data/949268/000113717109000881/0001137171-09-000881-index.htm,0000949268,NOT IN LIST
242,152,1st NRG Corp.,[text] [html],UPLOAD,11/05/2009,37247,/Archives/edgar/data/949268/000000000009062751/0000000000-09-062751-index.htm,0000949268,NOT IN LIST
243,152,1st NRG Corp.,[text] [html],10-Q,08/18/2009,273749,/Archives/edgar/data/949268/000113717109000660/0001137171-09-000660-index.htm,0000949268,NOT IN LIST
244,152,1st NRG Corp.,[text] [html],NT 10-Q,08/14/2009,16859,/Archives/edgar/data/949268/000113717109000648/0001137171-09-000648-index.htm,0000949268,NOT IN LIST
245,152,1st NRG Corp.,[text] [html],UPLOAD,07/27/2009,40195,/Archives/edgar/data/949268/000000000009040021/0000000000-09-040021-index.htm,0000949268,NOT IN LIST
246,152,1st NRG Corp.,[text] [html],CORRESP,07/22/2009,49081,/Archives/edgar/data/949268/000113717109000572/0001137171-09-000572-index.htm,0000949268,NOT IN LIST
247,152,1st NRG Corp.,[text] [html],CORRESP,07/09/2009,35916,/Archives/edgar/data/949268/000113717109000519/0001137171-09-000519-index.htm,0000949268,NOT IN LIST
248,152,1st NRG Corp.,[text] [html],UPLOAD,06/17/2009,48251,/Archives/edgar/data/949268/000000000009032077/0000000000-09-032077-index.htm,0000949268,NOT IN LIST
249,152,1st NRG Corp.,[text] [html],8-K,06/03/2009,7280,/Archives/edgar/data/949268/000113717109000418/0001137171-09-000418-index.htm,0000949268,NOT IN LIST
250,152,1st NRG Corp.,[text] [html],10-Q,05/20/2009,272807,/Archives/edgar/data/949268/000113717109000386/0001137171-09-000386-index.htm,0000949268,NOT IN LIST
251,152,1st NRG Corp.,[text] [html],NT 10-Q,05/15/2009,16811,/Archives/edgar/data/949268/000113717109000372/0001137171-09-000372-index.htm,0000949268,NOT IN LIST
252,152,1st NRG Corp.,[text] [html],10-K,04/17/2009,1229299,/Archives/edgar/data/949268/000113717109000295/0001137171-09-000295-index.htm,0000949268,NOT IN LIST
253,152,1st NRG Corp.,[text] [html],NT 10-K,03/31/2009,16802,/Archives/edgar/data/949268/000113717109000219/0001137171-09-000219-index.htm,0000949268,NOT IN LIST
254,152,1st NRG Corp.,[text] [html],8-K/A,03/23/2009,8685,/Archives/edgar/data/949268/000113717109000197/0001137171-09-000197-index.htm,0000949268,NOT IN LIST
255,152,1st NRG Corp.,[text] [html],8-K,03/23/2009,8747,/Archives/edgar/data/949268/000113717109000196/0001137171-09-000196-index.htm,0000949268,NOT IN LIST
256,152,1st NRG Corp.,[text] [html],PRE 14C,12/09/2008,29506,/Archives/edgar/data/949268/000113717108001113/0001137171-08-001113-index.htm,0000949268,NOT IN LIST
257,152,1st NRG Corp.,[text] [html],10-Q,11/19/2008,344338,/Archives/edgar/data/949268/000113717108001071/0001137171-08-001071-index.htm,0000949268,NOT IN LIST
258,152,1st NRG Corp.,[text] [html],NT 10-Q,11/17/2008,16731,/Archives/edgar/data/949268/000113717108001049/0001137171-08-001049-index.htm,0000949268,NOT IN LIST
259,152,1st NRG Corp.,[text] [html],8-K,10/24/2008,869557,/Archives/edgar/data/949268/000113717108000982/0001137171-08-000982-index.htm,0000949268,NOT IN LIST
260,152,1st NRG Corp.,[text] [html],10-Q,08/19/2008,335260,/Archives/edgar/data/949268/000113717108000805/0001137171-08-000805-index.htm,0000949268,NOT IN LIST
261,152,1st NRG Corp.,[text] [html],NT 10-Q,08/15/2008,16831,/Archives/edgar/data/949268/000113717108000788/0001137171-08-000788-index.htm,0000949268,NOT IN LIST
262,152,1st NRG Corp.,[text] [html],8-K,07/30/2008,7423,/Archives/edgar/data/949268/000113717108000726/0001137171-08-000726-index.htm,0000949268,NOT IN LIST
263,152,1st NRG Corp.,[text] [html],8-K,06/20/2008,24672,/Archives/edgar/data/949268/000094926808000029/0000949268-08-000029-index.htm,0000949268,NOT IN LIST
264,152,1st NRG Corp.,[text] [html],10-Q/A,06/04/2008,202558,/Archives/edgar/data/949268/000094926808000026/0000949268-08-000026-index.htm,0000949268,NOT IN LIST
265,152,1st NRG Corp.,[text] [html],10-Q,05/19/2008,497459,/Archives/edgar/data/949268/000094926808000024/0000949268-08-000024-index.htm,0000949268,NOT IN LIST
266,152,1st NRG Corp.,[text] [html],NT 10-Q,05/15/2008,29097,/Archives/edgar/data/949268/000094926808000017/0000949268-08-000017-index.htm,0000949268,NOT IN LIST
267,152,1st NRG Corp.,[text] [html],NT 10-Q,05/15/2008,28902,/Archives/edgar/data/949268/000094926808000018/0000949268-08-000018-index.htm,0000949268,NOT IN LIST
268,152,1st NRG Corp.,[text] [html],NT 10-K,05/15/2008,29097,/Archives/edgar/data/949268/000094926808000016/0000949268-08-000016-index.htm,0000949268,NOT IN LIST
269,152,1st NRG Corp.,[text] [html],10KSB,04/15/2008,333791,/Archives/edgar/data/949268/000094926808000014/0000949268-08-000014-index.htm,0000949268,NOT IN LIST
270,152,1st NRG Corp.,[text] [html],NT 10-K,03/31/2008,29273,/Archives/edgar/data/949268/000094926808000011/0000949268-08-000011-index.htm,0000949268,NOT IN LIST
271,152,1st NRG Corp.,[text] [html],8-K,02/08/2008,18294,/Archives/edgar/data/949268/000094926808000002/0000949268-08-000002-index.htm,0000949268,NOT IN LIST
272,152,1st NRG Corp.,[text] [html],10QSB,11/14/2007,235233,/Archives/edgar/data/949268/000113717107001508/0001137171-07-001508-index.htm,0000949268,NOT IN LIST
273,152,1st NRG Corp.,[text] [html],10QSB,08/20/2007,241356,/Archives/edgar/data/949268/000113717107001138/0001137171-07-001138-index.htm,0000949268,NOT IN LIST
