,No.,Company,Format,Form Type,Filing Date,Size,Link,CIK,Ticker
1005,152,8i Enterprises Acquisition Corp.,[text] [html],8-K,02/25/2020,69708,/Archives/edgar/data/1753648/000149315220002912/0001493152-20-002912-index.htm,0001753648,jfk US Equity
1006,152,8i Enterprises Acquisition Corp.,[text] [html],425,02/25/2020,69515,/Archives/edgar/data/1753648/000149315220002913/0001493152-20-002913-index.htm,0001753648,jfk US Equity
1007,152,8i Enterprises Acquisition Corp.,[text] [html],EFFECT,02/21/2020,2577,/Archives/edgar/data/1753648/999999999520000397/9999999995-20-000397-index.htm,0001753648,jfk US Equity
1008,152,8i Enterprises Acquisition Corp.,[text] [html],F-4/A,02/20/2020,9564514,/Archives/edgar/data/1753648/000149315220002754/0001493152-20-002754-index.htm,0001753648,jfk US Equity
1009,152,8i Enterprises Acquisition Corp.,[text] [html],CORRESP,02/19/2020,10622,/Archives/edgar/data/1753648/000149315220002755/0001493152-20-002755-index.htm,0001753648,jfk US Equity
1010,152,8i Enterprises Acquisition Corp.,[text] [html],SC 13G,02/14/2020,42185,/Archives/edgar/data/1753648/000119312520038450/0001193125-20-038450-index.htm,0001695320,NOT IN LIST
1011,152,8i Enterprises Acquisition Corp.,[text] [html],SC 13G,02/14/2020,66695,/Archives/edgar/data/1753648/000119312520036582/0001193125-20-036582-index.htm,0001335730,mfg US Equity
1012,152,8i Enterprises Acquisition Corp.,[text] [html],SC 13G,02/13/2020,109029,/Archives/edgar/data/1753648/000149315220002180/0001493152-20-002180-index.htm,0001653051,NOT IN LIST
1013,152,8i Enterprises Acquisition Corp.,[text] [html],SC 13G/A,02/13/2020,108922,/Archives/edgar/data/1753648/000135755020000015/0001357550-20-000015-index.htm,0001357550,NOT IN LIST
1014,152,8i Enterprises Acquisition Corp.,[text] [html],SC 13G,02/13/2020,28554,/Archives/edgar/data/1753648/000108514620000629/0001085146-20-000629-index.htm,0001438284,NOT IN LIST
1015,152,8i Enterprises Acquisition Corp.,[text] [html],425,02/12/2020,88514,/Archives/edgar/data/1753648/000149315220002030/0001493152-20-002030-index.htm,0001753648,jfk US Equity
1016,152,8i Enterprises Acquisition Corp.,[text] [html],SC 13G/A,02/12/2020,123218,/Archives/edgar/data/1753648/000149315220002076/0001493152-20-002076-index.htm,0001549230,NOT IN LIST
1017,152,8i Enterprises Acquisition Corp.,[text] [html],8-K,02/12/2020,88707,/Archives/edgar/data/1753648/000149315220002028/0001493152-20-002028-index.htm,0001753648,jfk US Equity
1018,152,8i Enterprises Acquisition Corp.,[text] [html],SC 13G/A,02/12/2020,116169,/Archives/edgar/data/1753648/000149315220002078/0001493152-20-002078-index.htm,0001549230,NOT IN LIST
1019,152,8i Enterprises Acquisition Corp.,[text] [html],SC 13G,02/10/2020,34746,/Archives/edgar/data/1753648/000106299320000512/0001062993-20-000512-index.htm,0001326389,NOT IN LIST
1020,152,8i Enterprises Acquisition Corp.,[text] [html],8-K,02/05/2020,92575,/Archives/edgar/data/1753648/000149315220001620/0001493152-20-001620-index.htm,0001753648,jfk US Equity
1021,152,8i Enterprises Acquisition Corp.,[text] [html],425,02/05/2020,92403,/Archives/edgar/data/1753648/000149315220001623/0001493152-20-001623-index.htm,0001753648,jfk US Equity
1022,152,8i Enterprises Acquisition Corp.,[text] [html],F-4/A,02/05/2020,19534820,/Archives/edgar/data/1753648/000149315220001615/0001493152-20-001615-index.htm,0001753648,jfk US Equity
1023,152,8i Enterprises Acquisition Corp.,[text] [html],CORRESP,02/05/2020,84482,/Archives/edgar/data/1753648/000149315220001616/0001493152-20-001616-index.htm,0001753648,jfk US Equity
1024,152,8i Enterprises Acquisition Corp.,[text] [html],8-K,02/05/2020,81012,/Archives/edgar/data/1753648/000149315220001626/0001493152-20-001626-index.htm,0001753648,jfk US Equity
1025,152,8i Enterprises Acquisition Corp.,[text] [html],8-K,01/30/2020,91673,/Archives/edgar/data/1753648/000149315220001380/0001493152-20-001380-index.htm,0001753648,jfk US Equity
1026,241,8i Enterprises Acquisition Corp.,[text] [html],425,01/30/2020,92053,/Archives/edgar/data/1753648/000149315220001381/0001493152-20-001381-index.htm,0001753648,jfk US Equity
1027,152,8i Enterprises Acquisition Corp.,[text] [html],8-K,01/29/2020,92209,/Archives/edgar/data/1753648/000149315220001332/0001493152-20-001332-index.htm,0001753648,jfk US Equity
1028,241,8i Enterprises Acquisition Corp.,[text] [html],425,01/29/2020,92607,/Archives/edgar/data/1753648/000149315220001333/0001493152-20-001333-index.htm,0001753648,jfk US Equity
1029,152,8i Enterprises Acquisition Corp.,[text] [html],UPLOAD,01/28/2020,62055,/Archives/edgar/data/1753648/000000000020000760/0000000000-20-000760-index.htm,0001753648,jfk US Equity
1030,152,8i Enterprises Acquisition Corp.,[text] [html],F-4/A,01/21/2020,9365833,/Archives/edgar/data/1753648/000149315220000790/0001493152-20-000790-index.htm,0001753648,jfk US Equity
1031,152,8i Enterprises Acquisition Corp.,[text] [html],CORRESP,01/17/2020,41993,/Archives/edgar/data/1753648/000149315220000791/0001493152-20-000791-index.htm,0001753648,jfk US Equity
1032,152,8i Enterprises Acquisition Corp.,[text] [html],8-K,01/09/2020,83667,/Archives/edgar/data/1753648/000149315220000385/0001493152-20-000385-index.htm,0001753648,jfk US Equity
1033,152,8i Enterprises Acquisition Corp.,[text] [html],8-K,12/23/2019,94623,/Archives/edgar/data/1753648/000149315219019622/0001493152-19-019622-index.htm,0001753648,jfk US Equity
1034,241,8i Enterprises Acquisition Corp.,[text] [html],425,12/23/2019,95033,/Archives/edgar/data/1753648/000149315219019624/0001493152-19-019624-index.htm,0001753648,jfk US Equity
1035,152,8i Enterprises Acquisition Corp.,[text] [html],UPLOAD,12/13/2019,54909,/Archives/edgar/data/1753648/000000000019016405/0000000000-19-016405-index.htm,0001753648,jfk US Equity
1036,152,8i Enterprises Acquisition Corp.,[text] [html],10-Q,12/10/2019,1789353,/Archives/edgar/data/1753648/000149315219018988/0001493152-19-018988-index.htm,0001753648,jfk US Equity
1037,152,8i Enterprises Acquisition Corp.,[text] [html],F-4/A,11/25/2019,6622250,/Archives/edgar/data/1753648/000149315219018368/0001493152-19-018368-index.htm,0001753648,jfk US Equity
1038,152,8i Enterprises Acquisition Corp.,[text] [html],UPLOAD,11/12/2019,75957,/Archives/edgar/data/1753648/000000000019015406/0000000000-19-015406-index.htm,0001753648,jfk US Equity
1039,152,8i Enterprises Acquisition Corp.,[text] [html],8-K,10/25/2019,2662656,/Archives/edgar/data/1753648/000149315219015961/0001493152-19-015961-index.htm,0001753648,jfk US Equity
1040,241,8i Enterprises Acquisition Corp.,[text] [html],425,10/25/2019,2663054,/Archives/edgar/data/1753648/000149315219015963/0001493152-19-015963-index.htm,0001753648,jfk US Equity
1041,152,8i Enterprises Acquisition Corp.,[text] [html],8-K,10/15/2019,83675,/Archives/edgar/data/1753648/000149315219015487/0001493152-19-015487-index.htm,0001753648,jfk US Equity
1042,152,8i Enterprises Acquisition Corp.,[text] [html],8-K,10/10/2019,324252,/Archives/edgar/data/1753648/000149315219015334/0001493152-19-015334-index.htm,0001753648,jfk US Equity
1043,152,8i Enterprises Acquisition Corp.,[text] [html],F-4,10/10/2019,6696068,/Archives/edgar/data/1753648/000149315219015335/0001493152-19-015335-index.htm,0001753648,jfk US Equity
1044,152,8i Enterprises Acquisition Corp.,[text] [html],8-K,09/25/2019,85258,/Archives/edgar/data/1753648/000149315219014533/0001493152-19-014533-index.htm,0001753648,jfk US Equity
1045,152,8i Enterprises Acquisition Corp.,[text] [html],10-K,09/19/2019,2387998,/Archives/edgar/data/1753648/000149315219014287/0001493152-19-014287-index.htm,0001753648,jfk US Equity
1046,152,8i Enterprises Acquisition Corp.,[text] [html],8-K,07/23/2019,80707,/Archives/edgar/data/1753648/000121390019013375/0001213900-19-013375-index.htm,0001753648,jfk US Equity
1047,152,8i Enterprises Acquisition Corp.,[text] [html],4,07/12/2019,10626,/Archives/edgar/data/1753648/000149315219010529/0001493152-19-010529-index.htm,0001653051,NOT IN LIST
1048,152,8i Enterprises Acquisition Corp.,[text] [html],8-K,07/10/2019,13186833,/Archives/edgar/data/1753648/000121390019012376/0001213900-19-012376-index.htm,0001753648,jfk US Equity
1049,152,8i Enterprises Acquisition Corp.,[text] [html],DEFA14A,07/10/2019,13186620,/Archives/edgar/data/1753648/000121390019012377/0001213900-19-012377-index.htm,0001753648,jfk US Equity
1050,152,8i Enterprises Acquisition Corp.,[text] [html],8-K,07/08/2019,67992,/Archives/edgar/data/1753648/000121390019012172/0001213900-19-012172-index.htm,0001753648,jfk US Equity
1051,152,8i Enterprises Acquisition Corp.,[text] [html],10-Q,06/14/2019,1326344,/Archives/edgar/data/1753648/000121390019010770/0001213900-19-010770-index.htm,0001753648,jfk US Equity
1052,152,8i Enterprises Acquisition Corp.,[text] [html],SC 13G,06/07/2019,129231,/Archives/edgar/data/1753648/000149315219008839/0001493152-19-008839-index.htm,0001549230,NOT IN LIST
1053,152,8i Enterprises Acquisition Corp.,[text] [html],8-K,04/11/2019,38829,/Archives/edgar/data/1753648/000161577419005609/0001615774-19-005609-index.htm,0001753648,jfk US Equity
1054,152,8i Enterprises Acquisition Corp.,[text] [html],SC 13G,04/05/2019,108843,/Archives/edgar/data/1753648/000135755019000048/0001357550-19-000048-index.htm,0001357550,NOT IN LIST
1055,152,8i Enterprises Acquisition Corp.,[text] [html],8-K/A,04/05/2019,85447,/Archives/edgar/data/1753648/000161577419005408/0001615774-19-005408-index.htm,0001753648,jfk US Equity
1056,152,8i Enterprises Acquisition Corp.,[text] [html],8-K,04/02/2019,1379217,/Archives/edgar/data/1753648/000161577419005285/0001615774-19-005285-index.htm,0001753648,jfk US Equity
1057,152,8i Enterprises Acquisition Corp.,[text] [html],3,04/01/2019,3910,/Archives/edgar/data/1753648/000161577419005082/0001615774-19-005082-index.htm,0001653051,NOT IN LIST
1058,152,8i Enterprises Acquisition Corp.,[text] [html],4,04/01/2019,11853,/Archives/edgar/data/1753648/000161577419005144/0001615774-19-005144-index.htm,0001653051,NOT IN LIST
1059,152,8i Enterprises Acquisition Corp.,[text] [html],3,04/01/2019,2872,/Archives/edgar/data/1753648/000161577419005078/0001615774-19-005078-index.htm,0001656508,NOT IN LIST
1060,152,8i Enterprises Acquisition Corp.,[text] [html],SC 13G,04/01/2019,120039,/Archives/edgar/data/1753648/000149315219004429/0001493152-19-004429-index.htm,0001549230,NOT IN LIST
1061,152,8i Enterprises Acquisition Corp.,[text] [html],424B4,03/29/2019,1193979,/Archives/edgar/data/1753648/000161577419004817/0001615774-19-004817-index.htm,0001753648,jfk US Equity
1062,152,8i Enterprises Acquisition Corp.,[text] [html],3,03/28/2019,3649,/Archives/edgar/data/1753648/000161577419004766/0001615774-19-004766-index.htm,0001753648,jfk US Equity
1063,152,8i Enterprises Acquisition Corp.,[text] [html],CERT,03/27/2019,80530,/Archives/edgar/data/1753648/000135445719000150/0001354457-19-000150-index.htm,0001753648,jfk US Equity
1064,152,8i Enterprises Acquisition Corp.,[text] [html],3,03/27/2019,2994,/Archives/edgar/data/1753648/000161577419004682/0001615774-19-004682-index.htm,0001753648,jfk US Equity
1065,152,8i Enterprises Acquisition Corp.,[text] [html],3,03/27/2019,2843,/Archives/edgar/data/1753648/000161577419004683/0001615774-19-004683-index.htm,0001753648,jfk US Equity
1066,152,8i Enterprises Acquisition Corp.,[text] [html],3,03/27/2019,2843,/Archives/edgar/data/1753648/000161577419004683/0001615774-19-004683-index.htm,0001753648,jfk US Equity
1067,152,8i Enterprises Acquisition Corp.,[text] [html],3,03/27/2019,2834,/Archives/edgar/data/1753648/000161577419004684/0001615774-19-004684-index.htm,0001497166,NOT IN LIST
1068,152,8i Enterprises Acquisition Corp.,[text] [html],8-A12B,03/27/2019,17749,/Archives/edgar/data/1753648/000161577419004644/0001615774-19-004644-index.htm,0001753648,jfk US Equity
1069,152,8i Enterprises Acquisition Corp.,[text] [html],EFFECT,03/27/2019,1655,/Archives/edgar/data/1753648/999999999519000535/9999999995-19-000535-index.htm,0001753648,jfk US Equity
1070,152,8i Enterprises Acquisition Corp.,[text] [html],CORRESP,03/25/2019,15436,/Archives/edgar/data/1753648/000161577419004473/0001615774-19-004473-index.htm,0001753648,jfk US Equity
1071,152,8i Enterprises Acquisition Corp.,[text] [html],CORRESP,03/25/2019,8553,/Archives/edgar/data/1753648/000161577419004485/0001615774-19-004485-index.htm,0001753648,jfk US Equity
1072,152,8i Enterprises Acquisition Corp.,[text] [html],S-1/A,03/20/2019,2082343,/Archives/edgar/data/1753648/000161577419004285/0001615774-19-004285-index.htm,0001753648,jfk US Equity
1073,152,8i Enterprises Acquisition Corp.,[text] [html],S-1/A,03/04/2019,4859332,/Archives/edgar/data/1753648/000161577419003601/0001615774-19-003601-index.htm,0001753648,jfk US Equity
1074,152,8i Enterprises Acquisition Corp.,[text] [html],S-1,02/22/2019,1360947,/Archives/edgar/data/1753648/000161577419002864/0001615774-19-002864-index.htm,0001753648,jfk US Equity
1075,152,8i Enterprises Acquisition Corp.,[text] [html],DRS/A,11/21/2018,1164922,/Archives/edgar/data/1753648/000161577418013086/0001615774-18-013086-index.htm,0001753648,jfk US Equity
1076,152,8i Enterprises Acquisition Corp.,[text] [html],DRSLTR,11/20/2018,90542,/Archives/edgar/data/1753648/000161577418013088/0001615774-18-013088-index.htm,0001753648,jfk US Equity
1077,152,8i Enterprises Acquisition Corp.,[text] [html],UPLOAD,10/31/2018,61632,/Archives/edgar/data/1753648/000000000018033938/0000000000-18-033938-index.htm,0001753648,jfk US Equity
1078,152,8i Enterprises Acquisition Corp.,[text] [html],DRS,10/01/2018,1174968,/Archives/edgar/data/1753648/000161577418010218/0001615774-18-010218-index.htm,0001753648,jfk US Equity
1079,152,8i Holdings Ltd,[text] [html],3,03/28/2019,3649,/Archives/edgar/data/1772116/000161577419004766/0001615774-19-004766-index.htm,0001753648,jfk US Equity
1080,152,A /P I DEPOSIT CORP,[text] [html],RW,12/18/2002,3129,/Archives/edgar/data/1162733/000104746902007494/0001047469-02-007494-index.htm,0001162733,NOT IN LIST
1081,152,A CHRISTIAN SCHAUER,[text] [html],3,02/19/2013,4122,/Archives/edgar/data/1568862/000114420413009941/0001144204-13-009941-index.htm,0001377040,NOT IN LIST
1082,152,"A-Power Energy Generation Systems, Ltd.",[text] [html],UPLOAD,06/11/2007,349115,/Archives/edgar/data/1399233/000000000007028486/0000000000-07-028486-index.htm,0001324298,NOT IN LIST
1083,152,"A.B. ARUBA, INC.",[text] [html],3,04/19/2007,6754,/Archives/edgar/data/1397088/000108250407000028/0001082504-07-000028-index.htm,0000894558,NOT IN LIST
1084,152,A1 INTERNET COM INC,[text] [html],SC 13D/A,02/10/2000,19073,/Archives/edgar/data/1091566/0000932440-00-000059-index.htm,0000932127,NOT IN LIST
1085,152,A1 INTERNET COM INC,[text] [html],4,01/20/2000,7379,/Archives/edgar/data/1091566/0000932440-00-000023-index.htm,0000932127,NOT IN LIST
1086,152,A1 INTERNET COM INC,[text] [html],3,07/22/1999,6679,/Archives/edgar/data/1091566/0000932440-99-000204-index.htm,0000932127,NOT IN LIST
1087,152,A1 INTERNET COM INC,[text] [html],SC 13D,07/22/1999,17932,/Archives/edgar/data/1091566/0000932440-99-000202-index.htm,0000932127,NOT IN LIST
1088,152,A21 INC,[text] [html],SB-2,08/04/2004,421939,/Archives/edgar/data/1074436/000114420404011083/0001144204-04-011083-index.htm,0001074436,NOT IN LIST
1089,152,A21 INC,[text] [html],8-K,07/14/2004,170884,/Archives/edgar/data/1074436/000114420404009983/0001144204-04-009983-index.htm,0001074436,NOT IN LIST
1090,152,A21 INC,[text] [html],10QSB,05/24/2004,75204,/Archives/edgar/data/1074436/000114420404007555/0001144204-04-007555-index.htm,0001074436,NOT IN LIST
1091,152,A21 INC,[text] [html],8-K/A,05/19/2004,114680,/Archives/edgar/data/1074436/000114420404007235/0001144204-04-007235-index.htm,0001074436,NOT IN LIST
1092,152,A21 INC,[text] [html],NT 10-Q,05/18/2004,9519,/Archives/edgar/data/1074436/000114420404007047/0001144204-04-007047-index.htm,0001074436,NOT IN LIST
1093,152,A21 INC,[text] [html],8-K/A,05/14/2004,114328,/Archives/edgar/data/1074436/000114420404006705/0001144204-04-006705-index.htm,0001074436,NOT IN LIST
1094,152,A21 INC,[text] [html],10KSB/A,04/20/2004,209480,/Archives/edgar/data/1074436/000114420404005159/0001144204-04-005159-index.htm,0001074436,NOT IN LIST
1095,152,A21 INC,[text] [html],10KSB,04/14/2004,560256,/Archives/edgar/data/1074436/000114420404004773/0001144204-04-004773-index.htm,0001074436,NOT IN LIST
1096,152,A21 INC,[text] [html],NT 10-K,03/29/2004,9725,/Archives/edgar/data/1074436/000114420404003722/0001144204-04-003722-index.htm,0001074436,NOT IN LIST
1097,152,A21 INC,[text] [html],8-K,03/15/2004,255725,/Archives/edgar/data/1074436/000114420404002973/0001144204-04-002973-index.htm,0001074436,NOT IN LIST
1098,152,A21 INC,[text] [html],REGDEX,03/10/2004,1702,/Archives/edgar/data/1074436/999999999704009149/9999999997-04-009149-index.htm,0001074436,NOT IN LIST
1099,152,A21 INC,[text] [html],REGDEX,03/10/2004,1702,/Archives/edgar/data/1074436/999999999704009148/9999999997-04-009148-index.htm,0001074436,NOT IN LIST
1100,152,A21 INC,[text] [html],REGDEX,03/10/2004,1702,/Archives/edgar/data/1074436/999999999704009150/9999999997-04-009150-index.htm,0001074436,NOT IN LIST
1101,152,A21 INC,[text] [html],8-K,03/09/2004,7987,/Archives/edgar/data/1074436/000114420404002648/0001144204-04-002648-index.htm,0001074436,NOT IN LIST
1102,152,A21 INC,[text] [html],10QSB,11/14/2003,76345,/Archives/edgar/data/1074436/000114420403007151/0001144204-03-007151-index.htm,0001074436,NOT IN LIST
1103,152,A21 INC,[text] [html],10QSB,08/11/2003,68645,/Archives/edgar/data/1074436/000114420403004333/0001144204-03-004333-index.htm,0001074436,NOT IN LIST
1104,152,A21 INC,[text] [html],10QSB/A,07/24/2003,63716,/Archives/edgar/data/1074436/000114420403003959/0001144204-03-003959-index.htm,0001074436,NOT IN LIST
1105,152,A21 INC,[text] [html],10QSB/A,07/24/2003,50275,/Archives/edgar/data/1074436/000114420403003957/0001144204-03-003957-index.htm,0001074436,NOT IN LIST
1106,152,A21 INC,[text] [html],10QSB,06/19/2003,63192,/Archives/edgar/data/1074436/000114420403003219/0001144204-03-003219-index.htm,0001074436,NOT IN LIST
1107,152,A21 INC,[text] [html],10KSB/A,06/02/2003,334186,/Archives/edgar/data/1074436/000114420403002933/0001144204-03-002933-index.htm,0001074436,NOT IN LIST
1108,152,A21 INC,[text] [html],10KSB,05/20/2003,188240,/Archives/edgar/data/1074436/000114420403002774/0001144204-03-002774-index.htm,0001074436,NOT IN LIST
1109,152,A21 INC,[text] [html],NT 10-Q,05/16/2003,8317,/Archives/edgar/data/1074436/000114420403002623/0001144204-03-002623-index.htm,0001074436,NOT IN LIST
1110,152,A21 INC,[text] [html],8-K/A,05/07/2003,4898,/Archives/edgar/data/1074436/000114420403002173/0001144204-03-002173-index.htm,0001074436,NOT IN LIST
1111,152,A21 INC,[text] [html],8-K,05/06/2003,9218,/Archives/edgar/data/1074436/000114420403002157/0001144204-03-002157-index.htm,0001074436,NOT IN LIST
1112,152,A21 INC,[text] [html],NT 10-K,04/01/2003,8181,/Archives/edgar/data/1074436/000101576903000033/0001015769-03-000033-index.htm,0001074436,NOT IN LIST
1113,152,A21 INC,[text] [html],10QSB,11/20/2002,64203,/Archives/edgar/data/1074436/000101576902000385/0001015769-02-000385-index.htm,0001074436,NOT IN LIST
1114,152,A21 INC,[text] [html],NT 10-Q,11/15/2002,8257,/Archives/edgar/data/1074436/000114420402001364/0001144204-02-001364-index.htm,0001074436,NOT IN LIST
1115,152,A21 INC,[text] [html],8-K/A,09/13/2002,83543,/Archives/edgar/data/1074436/000114420402000894/0001144204-02-000894-index.htm,0001074436,NOT IN LIST
1116,152,A21 INC,[text] [html],10QSB,09/13/2002,48216,/Archives/edgar/data/1074436/000101576902000338/0001015769-02-000338-index.htm,0001074436,NOT IN LIST
1117,152,A21 INC,[text] [html],NT 10-Q,08/15/2002,7512,/Archives/edgar/data/1074436/000117765102000062/0001177651-02-000062-index.htm,0001074436,NOT IN LIST
1118,152,A21 INC,[text] [html],8-K,07/19/2002,17469,/Archives/edgar/data/1074436/000101905602000528/0001019056-02-000528-index.htm,0001074436,NOT IN LIST
1119,152,A21 INC,[text] [html],SC 13D,07/18/2002,40417,/Archives/edgar/data/1074436/000101905602000526/0001019056-02-000526-index.htm,0001074436,NOT IN LIST
1120,152,A21 INC,[text] [html],S-8,07/18/2002,51379,/Archives/edgar/data/1074436/000101905602000523/0001019056-02-000523-index.htm,0001074436,NOT IN LIST
1121,152,"A2M Regenerative Technologies, Inc.",[text] [html],SC 13D,05/18/2016,8798,/Archives/edgar/data/1644828/000102143216001266/0001021432-16-001266-index.htm,0001644828,NOT IN LIST
1122,152,"A2M Regenerative Technologies, Inc.",[text] [html],3,05/17/2016,3628,/Archives/edgar/data/1644828/000102143216001265/0001021432-16-001265-index.htm,0001644828,NOT IN LIST
1123,152,"A2M Regenerative Technologies, Inc.",[text] [html],NT 10-K,03/31/2016,5358,/Archives/edgar/data/1644828/000102143216001125/0001021432-16-001125-index.htm,0001644828,NOT IN LIST
1124,152,"A2M Regenerative Technologies, Inc.",[text] [html],8-K/A,01/12/2016,7309,/Archives/edgar/data/1644828/000102143216001057/0001021432-16-001057-index.htm,0001644828,NOT IN LIST
1125,152,"A2M Regenerative Technologies, Inc.",[text] [html],SC 13G/A,12/01/2015,8010,/Archives/edgar/data/1644828/000102143215001028/0001021432-15-001028-index.htm,0001450604,NOT IN LIST
1126,152,"A2M Regenerative Technologies, Inc.",[text] [html],SC 13G/A,12/01/2015,8037,/Archives/edgar/data/1644828/000102143215001029/0001021432-15-001029-index.htm,0001084458,NOT IN LIST
1127,152,"A2M Regenerative Technologies, Inc.",[text] [html],4,11/30/2015,4465,/Archives/edgar/data/1644828/000102143215001030/0001021432-15-001030-index.htm,0001084458,NOT IN LIST
1128,152,"A2M Regenerative Technologies, Inc.",[text] [html],4,11/30/2015,4452,/Archives/edgar/data/1644828/000102143215001031/0001021432-15-001031-index.htm,0001450604,NOT IN LIST
1129,152,"A2M Regenerative Technologies, Inc.",[text] [html],8-K,11/23/2015,7040,/Archives/edgar/data/1644828/000102143215001025/0001021432-15-001025-index.htm,0001644828,NOT IN LIST
1130,152,AAA Healthcare Holding Corp,[text] [html],SEC STAFF ACTION,04/29/2019,91771,/Archives/edgar/data/1671395/999999999719003598/9999999997-19-003598-index.htm,0001671395,NOT IN LIST
1131,152,AABB INC,[text] [html],SB-2,09/15/2006,2150585,/Archives/edgar/data/1129695/000114420406038716/0001144204-06-038716-index.htm,0001129695,NOT IN LIST
1132,152,AALBERTS ROBERT J,[text] [html],4,12/07/2001,13199,/Archives/edgar/data/1163334/000095015001500845/0000950150-01-500845-index.htm,0001068132,NOT IN LIST
1133,152,Aamer Sarfraz,[text] [html],3,09/14/2017,5782,/Archives/edgar/data/1716498/000121390017009692/0001213900-17-009692-index.htm,0001705771,NOT IN LIST
1134,152,AAP Sponsor (PTC) Corp,[text] [html],SC 13D,05/14/2015,63440,/Archives/edgar/data/1640647/000121390015003675/0001213900-15-003675-index.htm,0001630940,NOT IN LIST
1135,152,AAP Sponsor (PTC) Corp,[text] [html],4,05/06/2015,6820,/Archives/edgar/data/1640647/000121390015003317/0001213900-15-003317-index.htm,0001630940,NOT IN LIST
1136,152,AAP Sponsor (PTC) Corp,[text] [html],3,04/28/2015,4034,/Archives/edgar/data/1640647/000121390015003076/0001213900-15-003076-index.htm,0001630940,NOT IN LIST
1137,152,AARICA HOLDINGS INC,[text] [html],SB-2/A,04/12/2001,444135,/Archives/edgar/data/1084233/000101837501000005/0001018375-01-000005-index.htm,0001084233,NOT IN LIST
1138,152,AARICA HOLDINGS INC,[text] [html],SB-2/A,01/16/2001,451844,/Archives/edgar/data/1084233/000101837501000004/0001018375-01-000004-index.htm,0001084233,NOT IN LIST
1139,152,AARICA HOLDINGS INC,[text] [html],SB-2/A,12/12/2000,1100326,/Archives/edgar/data/1084233/000101837500000031/0001018375-00-000031-index.htm,0001084233,NOT IN LIST
1140,152,AARON HENRY L,[text] [html],3,01/17/2008,3765,/Archives/edgar/data/1183905/000118143108004129/0001181431-08-004129-index.htm,0001183905,NOT IN LIST
1141,152,AARON JAMES G,[text] [html],3/A,12/05/2002,14797,/Archives/edgar/data/1179123/000091431702001519/0000914317-02-001519-index.htm,0001172353,NOT IN LIST
1142,152,AARON JAMES G,[text] [html],4/A,12/05/2002,16945,/Archives/edgar/data/1179123/000091431702001510/0000914317-02-001510-index.htm,0001172353,NOT IN LIST
1143,152,AARON JAMES G,[text] [html],SC 13G/A,12/05/2002,14682,/Archives/edgar/data/1179123/000091431702001513/0000914317-02-001513-index.htm,0001172353,NOT IN LIST
1144,152,AARON JAMES G,[text] [html],4,11/05/2002,16893,/Archives/edgar/data/1179123/000091431702001288/0000914317-02-001288-index.htm,0001172353,NOT IN LIST
1145,152,AARON JAMES G,[text] [html],4,09/10/2002,16617,/Archives/edgar/data/1179123/000091431702000979/0000914317-02-000979-index.htm,0001172353,NOT IN LIST
1146,152,AARON JAMES G,[text] [html],SC 13G,08/02/2002,14533,/Archives/edgar/data/1179123/000091431702000767/0000914317-02-000767-index.htm,0001172353,NOT IN LIST
1147,152,ABBAS GIZMAN I,[text] [html],3,03/10/2016,3472,/Archives/edgar/data/1543090/000114420416087332/0001144204-16-087332-index.htm,0001543090,NOT IN LIST
1148,152,Abbe Richard,[text] [html],3,05/14/2013,9299,/Archives/edgar/data/1524877/000120919113026317/0001209191-13-026317-index.htm,0001025315,NOT IN LIST
1149,152,Abbe Richard,[text] [html],4,05/14/2013,10111,/Archives/edgar/data/1524877/000120919113026319/0001209191-13-026319-index.htm,0001025315,NOT IN LIST
1150,152,ABBOUD STEVEN M,[text] [html],SC 13D,08/15/2000,14244,/Archives/edgar/data/1121890/000107054400000221/0001070544-00-000221-index.htm,0001096050,NOT IN LIST
1151,152,ABC Acquisition Corp 1501,[text] [html],8-K,06/07/2010,464461,/Archives/edgar/data/1475430/000146340310000042/0001463403-10-000042-index.htm,0001475430,jshg US Equity
1152,152,ABC Acquisition Corp 1501,[text] [html],8-K,05/26/2010,129168,/Archives/edgar/data/1475430/000146340310000038/0001463403-10-000038-index.htm,0001475430,jshg US Equity
1153,152,ABC Acquisition Corp 1501,[text] [html],10-Q,05/17/2010,301440,/Archives/edgar/data/1475430/000146340310000030/0001463403-10-000030-index.htm,0001475430,jshg US Equity
1154,152,ABC Acquisition Corp 1501,[text] [html],10-K,04/06/2010,798324,/Archives/edgar/data/1475430/000146340310000024/0001463403-10-000024-index.htm,0001475430,jshg US Equity
1155,152,ABC Acquisition Corp 1501,[text] [html],NT 10-K,03/31/2010,72226,/Archives/edgar/data/1475430/000146340310000022/0001463403-10-000022-index.htm,0001475430,jshg US Equity
1156,152,ABC Acquisition Corp 1502,[text] [html],10-Q,05/16/2011,368962,/Archives/edgar/data/1501017/000146340311000098/0001463403-11-000098-index.htm,0001501017,NOT IN LIST
1157,152,ABC Acquisition Corp 1502,[text] [html],10-K,04/15/2011,829284,/Archives/edgar/data/1501017/000146340311000082/0001463403-11-000082-index.htm,0001501017,NOT IN LIST
1158,152,ABC Acquisition Corp 1502,[text] [html],8-K,04/14/2011,3793833,/Archives/edgar/data/1501017/000146340311000075/0001463403-11-000075-index.htm,0001501017,NOT IN LIST
