Name,Industry,Ticker,Total,Governance,Social,Environment,Date
Atos S.A.,Information Technology,AEXAF US Equity,58.6,96.0,45.7,31.3,Sep-13
Aurubis AG,Materials,AIAGF US Equity,54.3,58.3,39.4,67.9,Sep-13
"Autoliv, Inc.",Consumer Discretionary,ALV US Equity,71.8,85.5,51.3,65.0,Sep-13
Aviva plc,Financials,AIVAF US Equity,74.1,79.4,66.0,50.0,Sep-13
Axa,Financials,AXAHF US Equity,83.5,100.0,53.3,25.0,Sep-13
Axel Springer AG,Consumer Discretionary,AXELF US Equity,52.5,56.0,60.9,34.0,Sep-13
AZ Electronic Materials S.A.,Materials,AZECF US Equity,65.6,100.0,66.7,41.7,Sep-13
BAE Systems plc,Industrials,BAESF US Equity,73.7,94.3,65.0,50.0,Sep-13
Baker Hughes Incorporated,Energy,BHI US Equity,76.0,88.0,79.9,57.1,Sep-13
Banca Monte dei Paschi di Siena SpA,Financials,BPS LN Equity,56.2,38.9,100.0,80.0,Sep-13
Banca Popolare di Milano Scarl,Financials,BPMLF US Equity,44.2,26.0,100.0,40.0,Sep-13
"Banco Bilbao Vizcaya Argentaria, S.A.",Financials,BBVXF US Equity,74.6,71.1,76.7,100.0,Sep-13
"Banco de Sabadell, S.A.",Financials,BNDSF US Equity,61.2,50.6,100.0,40.0,Sep-13
Banco Espirito Santo SA,Financials,BKESF US Equity,46.9,47.8,60.0,0.0,Sep-13
Banco Popolare Societa Cooperativa Scarl,Financials,BP VX Equity,49.6,33.9,100.0,40.0,Sep-13
Banco Popular Espanol S.A.,Financials,BPESF US Equity,48.1,36.1,100.0,0.0,Sep-13
"Banco Santander, S.A.",Financials,3195587Q US Equity,59.6,67.2,43.3,40.0,Sep-13
Bank of Ireland,Financials,IRLBF US Equity,35.7,31.7,59.7,0.0,Sep-13
Bank Polska Kasa Opieki Spolka Akcyjna,Financials,BKPKF US Equity,56.1,30.0,99.5,100.0,Sep-13
Bankia S.A.,Financials,BKIA QM Equity,40.8,38.9,60.0,0.0,Sep-13
"Bankinter, S.A.",Financials,BKIMF US Equity,37.6,28.8,76.7,0.0,Sep-13
Barclays PLC,Financials,BCLYF US Equity,60.0,67.8,43.3,40.0,Sep-13
Barry Callebaut AG,Consumer Staples,BYCBF US Equity,54.5,50.0,66.7,53.6,Sep-13
BASF SE,Materials,BFFAF US Equity,74.9,96.0,70.0,63.4,Sep-13
Bayer AG,Health Care,BAYZF US Equity,66.1,76.3,54.2,100.0,Sep-13
Beiersdorf AG,Consumer Staples,BDRFF US Equity,68.2,75.0,50.0,66.1,Sep-13
Belgacom SA,Telecommunication Services,BGAOF US Equity,84.1,87.3,96.8,60.0,Sep-13
BG Group plc,Energy,BRGXF US Equity,78.7,79.4,79.9,74.8,Sep-13
BHP Billiton Ltd.,Materials,BHPLF US Equity,80.7,96.5,73.8,75.0,Sep-13
bioMerieux S.A.,Health Care,BIM QM Equity,71.8,65.7,79.0,100.0,Sep-13
BlackBerry Limited,Information Technology,RIMM US Equity,78.0,90.0,67.5,75.0,Sep-13
BMW Group,Consumer Discretionary,BAMXF US Equity,86.6,93.8,95.0,63.8,Sep-13
BNP Paribas,Financials,BNPQF US Equity,85.0,97.2,43.3,100.0,Sep-13
Boeing Co.,Industrials,BA US Equity,75.6,89.9,50.0,75.0,Sep-13
Boliden AB,Materials,BOL BQ Equity,70.4,80.0,61.8,72.1,Sep-13
"Bombardier, Inc.",Industrials,BDRBF US Equity,82.7,83.2,99.5,68.8,Sep-13
Bourbon,Energy,BOUBF US Equity,71.9,75.0,78.1,56.3,Sep-13
Bouygues SA,Industrials,BOUYF US Equity,57.9,66.7,75.0,40.6,Sep-13
BP PLC,Energy,BPAQF US Equity,71.6,65.5,79.1,64.8,Sep-13
British American Tobacco plc,Consumer Staples,BTAFF US Equity,68.9,74.8,76.7,63.6,Sep-13
British Land Co. plc,Financials,BRLAF US Equity,80.6,75.8,100.0,73.6,Sep-13
Britvic Plc,Consumer Staples,BTVCF US Equity,47.9,41.7,99.5,31.0,Sep-13
Broadcom Corp.,Information Technology,BRCM US Equity,65.4,92.0,62.5,40.0,Sep-13
BT Group plc,Telecommunication Services,BTGOF US Equity,76.4,99.8,56.6,80.0,Sep-13
Burberry Group plc,Consumer Discretionary,BBRYF US Equity,42.1,75.0,44.8,12.5,Sep-13
Bureau Veritas SA,Industrials,BVRDF US Equity,58.6,66.8,30.0,71.7,Sep-13
Cabot Oil & Gas Corporation,Energy,COG US Equity,58.3,75.0,59.1,30.0,Sep-13
Cairn Energy plc,Energy,CRNZF US Equity,76.4,75.5,86.4,56.0,Sep-13
"CaixaBank, S.A.",Financials,CIXPF US Equity,68.8,57.2,93.0,100.0,Sep-13
Cameron International Corporation,Energy,CAM US Equity,64.5,87.4,63.8,39.3,Sep-13
Canadian Natural Resources Limited,Energy,CNQ US Equity,65.0,66.9,67.6,56.0,Sep-13
Cap Gemini S.A.,Information Technology,CAPMF US Equity,44.0,82.0,37.5,6.3,Sep-13
Carlsberg A/S,Consumer Staples,CABJF US Equity,66.9,54.2,93.3,66.7,Sep-13
Carrefour SA,Consumer Staples,CRERF US Equity,68.6,85.0,55.6,71.7,Sep-13
Casino Guichard Perrachon & Cie SA,Consumer Staples,CGUIF US Equity,61.6,79.8,55.7,45.0,Sep-13
Celesio AG,Health Care,CAKFF US Equity,66.2,72.9,58.3,100.0,Sep-13
Cenovus Energy Inc.,Energy,CVE US Equity,80.6,76.3,88.2,71.0,Sep-13
Centamin Plc,Materials,CELTF US Equity,53.5,66.7,57.8,33.3,Sep-13
Centrica plc,Utilities,CPYYF US Equity,61.2,79.0,80.0,6.3,Sep-13
Chevron Corporation,Energy,CVX US Equity,59.1,66.9,53.1,60.0,Sep-13
Cimarex Energy Co.,Energy,XEC US Equity,56.3,75.0,50.0,40.0,Sep-13
Clariant AG,Materials,CLZNF US Equity,66.2,70.0,75.0,57.1,Sep-13
Club Mediterranee,Consumer Discretionary,CLMDF US Equity,80.6,62.5,100.0,66.7,Sep-13
Cobham plc,Industrials,CBHMF US Equity,74.0,81.7,49.5,62.5,Sep-13
Coca-Cola Enterprises Inc.,Consumer Staples,9876641D US Equity,68.9,83.2,70.0,60.8,Sep-13
Coca-Cola Hellenic Bottling Company S.A.,Consumer Staples,CCHBF US Equity,57.3,36.7,100.0,56.8,Sep-13
Cofinimmo S.A.,Financials,CFMOF US Equity,45.8,51.7,50.0,38.3,Sep-13
Cognizant Technology Solutions Corporation,Information Technology,CTSH US Equity,65.7,92.0,66.7,31.3,Sep-13
Coloplast A/S,Health Care,CLPBF US Equity,74.9,64.3,87.3,100.0,Sep-13
Commerzbank AG,Financials,CRZBF US Equity,55.4,42.2,86.7,80.0,Sep-13
Compagnie Financiere Richemont SA,Consumer Discretionary,RIFG IX Equity,42.4,76.0,39.8,16.7,Sep-13
Compagnie Generale de Geophysique-Veritas,Energy,GA NQ Equity,81.6,99.9,81.7,60.7,Sep-13
Compagnie Generale DES Etablissements Michelin SCA,Consumer Discretionary,MGDDF US Equity,80.9,81.1,90.0,71.3,Sep-13
Compagnie Plastic Omnium,Consumer Discretionary,PASTF US Equity,67.4,80.0,99.5,25.0,Sep-13
Compass Group PLC,Consumer Discretionary,CPG VX Equity,50.8,92.0,44.4,20.0,Sep-13
"Concho Resources, Inc.",Energy,CXO US Equity,53.1,59.4,54.5,40.0,Sep-13
ConocoPhillips,Energy,COP US Equity,72.8,70.6,80.7,59.0,Sep-13
Continental AG,Consumer Discretionary,CTTAF US Equity,74.3,75.5,81.0,65.0,Sep-13
Continental Resources Inc.,Energy,CLR US Equity,54.2,68.8,50.0,40.0,Sep-13
Corio NV,Financials,CRIOF US Equity,69.5,66.7,100.0,54.5,Sep-13
Credit Agricole S.A.,Financials,CRARF US Equity,72.7,78.3,53.3,80.0,Sep-13
Credit Suisse Group,Financials,CSGKF US Equity,83.5,87.2,66.7,100.0,Sep-13
Credito Emiliano SPA,Financials,CDEFF US Equity,44.6,31.1,100.0,0.0,Sep-13
CRH plc,Materials,CRHCF US Equity,70.8,96.7,54.0,60.7,Sep-13
Cyfrowy Polsat S.A.,Consumer Discretionary,CYFWF US Equity,37.5,50.0,50.0,0.0,Sep-13
Daimler AG,Consumer Discretionary,DDAIF US Equity,69.3,68.8,88.5,51.3,Sep-13
Dairy Crest Group plc,Consumer Staples,DRCSF US Equity,61.9,50.0,99.5,54.0,Sep-13
Danone,Consumer Staples,GPDNF US Equity,67.6,74.2,70.0,63.4,Sep-13
Danske Bank A/S,Financials,DNSKF US Equity,63.0,54.4,83.0,80.0,Sep-13
Darty plc,Consumer Discretionary,KESAF US Equity,58.3,100.0,75.0,0.0,Sep-13
Dassault Systemes SA,Information Technology,DASTF US Equity,60.0,85.0,58.3,31.3,Sep-13
Debenhams plc,Consumer Discretionary,DBHSF US Equity,66.6,100.0,99.7,0.0,Sep-13
Derwent London plc,Financials,DWVYF US Equity,65.6,33.3,100.0,72.5,Sep-13
Deutsche Bank AG,Financials,DB US Equity,59.2,61.1,60.0,40.0,Sep-13
Deutsche Euroshop AG,Financials,DUSCF US Equity,32.8,50.0,50.0,8.3,Sep-13
Deutsche Telekom AG,Telecommunication Services,DTEGF US Equity,81.3,89.0,79.4,75.0,Sep-13
Devon Energy Corporation,Energy,DVN US Equity,57.2,69.9,53.6,44.8,Sep-13
Devro plc,Consumer Staples,DEITF US Equity,50.0,66.7,100.0,20.0,Sep-13
Diageo plc,Consumer Staples,DGEAF US Equity,72.8,87.5,69.7,65.6,Sep-13
"Distribuidora Internacional de Alimentacion, S.A.",Consumer Staples,DIDAF US Equity,51.3,81.0,42.9,21.7,Sep-13
DNB ASA,Financials,DNBHF US Equity,78.5,83.3,76.7,40.0,Sep-13
Drax Group plc.,Utilities,DRXGF US Equity,63.1,80.8,83.2,6.3,Sep-13
E.ON AG,Utilities,ENAKF US Equity,58.1,83.2,67.5,6.3,Sep-13
Edenred,Industrials,EDNMF US Equity,41.1,65.6,35.0,13.3,Sep-13
EDP Renovaveis,Utilities,EDRVF US Equity,60.0,67.5,59.2,50.0,Sep-13
"EDP-Energias de Portugal, S.A.",Utilities,ELCPF US Equity,68.1,80.8,80.0,31.3,Sep-13
Eiffage SA,Industrials,EFGSF US Equity,48.2,80.0,37.0,31.3,Sep-13
Electricite de France SA,Utilities,ECIFF US Equity,66.3,90.0,65.8,31.3,Sep-13
Elekta AB,Health Care,EKTAF US Equity,77.9,74.8,80.0,25.0,Sep-13
Enagas SA,Utilities,ENGGF US Equity,64.0,87.5,79.0,6.3,Sep-13
EnBW Energie Baden-Wuerttemberg AG,Utilities,EEGBF US Equity,53.1,83.2,50.0,12.5,Sep-13
Encana Corporation,Energy,ECA US Equity,66.4,68.8,67.6,60.0,Sep-13
Endesa SA,Utilities,ELEZF US Equity,64.7,66.7,86.7,28.8,Sep-13
Enel Green Power S.p.A.,Utilities,ELPSF US Equity,57.8,55.8,65.0,50.0,Sep-13
Enel SpA,Utilities,XQKGF US Equity,62.4,70.7,74.8,31.3,Sep-13
Eni SpA,Energy,EIPAF US Equity,72.3,77.5,76.4,55.0,Sep-13
Ensco plc,Energy,ESV TQ Equity,67.6,91.1,68.8,39.3,Sep-13
"EOG Resources, Inc.",Energy,EOG US Equity,56.8,74.9,55.7,30.0,Sep-13
EQT Corporation,Energy,EQT US Equity,66.0,78.6,66.4,44.8,Sep-13
Eramet SA,Materials,ERMAF US Equity,55.4,70.8,58.0,39.1,Sep-13
Ericsson,Information Technology,ERIXF US Equity,75.2,79.0,59.0,100.0,Sep-13
Erste Group Bank AG,Financials,EBKOF US Equity,71.2,67.2,93.3,40.0,Sep-13
Esprit Holdings Ltd.,Consumer Discretionary,ESHDF US Equity,49.2,62.5,56.9,13.8,Sep-13
Essilor International SA,Health Care,ESLOF US Equity,77.9,84.1,70.7,100.0,Sep-13
Etablissements Maurel & Prom Societe anonyme,Energy,MRELF US Equity,52.7,56.3,52.3,50.0,Sep-13
Eurasian Natural Resources Corp Plc,Materials,EURNF US Equity,50.7,64.0,56.3,32.9,Sep-13
Eurazeo,Financials,EUZOF US Equity,54.5,56.7,66.3,0.0,Sep-13
Eurocommercial Properties NV,Financials,SEPYF US Equity,50.0,66.7,100.0,12.5,Sep-13
European Aeronautic Defence and Space Company EADS N.V.,Industrials,EADSF US Equity,74.4,70.6,90.0,93.8,Sep-13
Eutelsat Communications,Consumer Discretionary,EUTLF US Equity,42.7,61.0,56.3,0.0,Sep-13
EVN AG,Utilities,EVNVF US Equity,83.3,84.8,87.3,75.0,Sep-13
EVRAZ plc,Materials,EVRZF US Equity,47.1,75.0,12.5,51.7,Sep-13
Exxon Mobil Corporation,Energy,XOM US Equity,68.0,73.6,68.0,59.0,Sep-13
F&C Asset Management plc,Financials,FCAFF US Equity,73.0,77.0,99.5,0.0,Sep-13
Faiveley Transport S.A.,Industrials,FVLEF US Equity,27.1,45.0,33.3,0.0,Sep-13
Faurecia S.A.,Consumer Discretionary,FURCF US Equity,71.8,87.5,55.8,56.3,Sep-13
Ferrovial SA,Industrials,CCIDF US Equity,55.8,72.5,60.0,40.6,Sep-13
Fiat Industrial SpA,Industrials,FNDSF US Equity,83.2,78.8,81.8,89.3,Sep-13
Fiat S.p.A.,Consumer Discretionary,FIADF US Equity,75.3,85.0,50.0,81.3,Sep-13
Finmeccanica SpA,Industrials,FINMF US Equity,66.2,59.4,62.0,75.0,Sep-13
"FMC Technologies, Inc.",Energy,1482276D US Equity,72.9,97.5,77.2,39.3,Sep-13
"Fomento de Construcciones y Contratas, S.A.",Industrials,FMOCF US Equity,43.2,58.3,59.0,21.9,Sep-13
Fonciere des Regions,Financials,GSEFF US Equity,65.8,76.7,75.0,51.2,Sep-13
Forest Oil Corp.,Energy,FSTO US Equity,55.6,70.0,54.0,45.0,Sep-13
Fresenius Medical Care AG & Co. KGAA,Health Care,FMCQF US Equity,71.5,78.4,63.3,100.0,Sep-13
Fresenius SE & Co KGaA,Health Care,FSNUF US Equity,63.2,67.7,58.0,100.0,Sep-13
Fresnillo Plc,Materials,FNLPF US Equity,52.8,47.5,65.5,42.9,Sep-13
Galp Energia SGPS SA,Energy,GLPEF US Equity,70.5,73.0,80.3,44.8,Sep-13
Gas Natural SDG SA,Utilities,GASNF US Equity,62.1,66.7,86.5,18.8,Sep-13
Gazprom Open Joint Stock Company,Energy,RGZPF US Equity,43.0,42.5,49.5,29.8,Sep-13
GDF Suez SA,Utilities,GDSZF US Equity,49.9,79.8,49.2,6.3,Sep-13
Gecina SA,Financials,GECFF US Equity,82.8,83.2,87.5,79.8,Sep-13
Gemalto NV,Information Technology,GTOFF US Equity,68.7,96.7,37.5,75.0,Sep-13
"General Mills, Inc.",Consumer Staples,GIS US Equity,74.5,95.7,63.3,66.0,Sep-13
GKN plc,Consumer Discretionary,GKNNF US Equity,68.1,79.4,62.5,51.3,Sep-13
GlaxoSmithKline plc,Health Care,GLAXF US Equity,74.5,85.7,61.5,100.0,Sep-13
Glencore Xstrata plc,Materials,GLCNF US Equity,49.3,50.8,53.8,42.9,Sep-13
Great Portland Estates plc,Financials,GPOR VX Equity,66.7,58.3,100.0,56.3,Sep-13
Groupe Bruxelles Lambert SA,Financials,GBLBF US Equity,39.2,34.4,66.7,0.0,Sep-13
Groupe Eurotunnel SA,Industrials,GRPTF US Equity,56.4,85.0,59.8,16.3,Sep-13
Groupe Steria SCA,Information Technology,SRIAF US Equity,75.0,50.0,100.0,62.5,Sep-13
Grupa Lotos SA,Energy,GPOLF US Equity,66.5,75.0,77.0,45.0,Sep-13
GSW Immobilien AG,Financials,GIB GR Equity,34.5,51.7,49.8,11.2,Sep-13
H. Lundbeck A/S,Health Care,HLUKF US Equity,50.2,53.4,46.5,100.0,Sep-13
Halliburton Company,Energy,HAL US Equity,60.8,72.5,70.0,35.7,Sep-13
Hammerson plc,Financials,HMSNF US Equity,78.0,88.3,75.0,71.0,Sep-13
Hannover Rückversicherung AG,Financials,HVRRF US Equity,58.4,51.0,100.0,0.0,Sep-13
Havas,Consumer Discretionary,HAVSF US Equity,63.8,50.0,62.5,80.0,Sep-13
HeidelbergCement AG,Materials,HLBZF US Equity,55.3,75.8,45.0,45.0,Sep-13
Heineken NV,Consumer Staples,HINKF US Equity,55.5,54.2,86.7,47.7,Sep-13
Hellenic Petroleum SA,Energy,HLCPF US Equity,55.2,56.3,68.8,40.6,Sep-13
Henderson Group plc,Financials,HNDGF US Equity,87.5,100.0,100.0,0.0,Sep-13
Henkel AG & Co. KGaA,Consumer Staples,HENOF US Equity,76.3,91.1,52.5,68.3,Sep-13
Hennes & Mauritz AB,Consumer Discretionary,HMRZF US Equity,75.3,91.7,63.1,75.0,Sep-13
Hermes International SCA,Consumer Discretionary,HESAF US Equity,40.6,70.0,55.0,4.2,Sep-13
Hess Corporation,Energy,HES US Equity,81.5,88.6,81.2,71.0,Sep-13
Hochschild Mining PLC,Materials,HCHDF US Equity,64.1,66.7,71.0,50.0,Sep-13
Hochtief AG,Industrials,HOCFF US Equity,55.2,54.0,54.8,56.3,Sep-13
Holcim Ltd.,Materials,HCMLF US Equity,60.0,93.3,49.0,39.3,Sep-13
Home Retail Group,Consumer Discretionary,HMRLF US Equity,55.0,80.0,40.6,46.3,Sep-13
HSBC Holdings plc,Financials,HBCYF US Equity,73.8,81.1,43.3,100.0,Sep-13
Hugo Boss AG,Consumer Discretionary,HUGSF US Equity,35.9,50.0,59.8,4.2,Sep-13
IAMGOLD Corp.,Materials,IAG US Equity,70.0,66.7,74.4,67.9,Sep-13
Iberdrola SA,Utilities,IBDSF US Equity,69.3,87.3,93.3,6.3,Sep-13
Icade,Financials,CDMGF US Equity,52.8,53.3,50.0,54.0,Sep-13
ICAP plc,Financials,IAPLF US Equity,43.0,39.9,66.7,0.0,Sep-13
Iliad SA,Telecommunication Services,ILIAF US Equity,43.7,83.3,41.3,0.0,Sep-13
Imerys SA,Materials,IMYSF US Equity,61.1,63.3,72.8,50.7,Sep-13
IMI PLC,Industrials,IMI VX Equity,68.3,83.1,75.0,46.4,Sep-13
Immobiliare Grande Distribuzione Società di Investimento Immobiliare Quotata S.p.A.,Financials,IF8 GR Equity,38.9,41.7,100.0,6.3,Sep-13
Immofinanz Ag,Financials,IFIBF US Equity,40.7,63.3,50.0,16.0,Sep-13
Imperial Tobacco Group plc,Consumer Staples,IMBBF US Equity,65.2,80.0,76.3,54.1,Sep-13
"Indra Sistemas, S.A.",Information Technology,ISMAF US Equity,60.0,80.0,75.0,12.5,Sep-13
Industria de Diseno Textil SA,Consumer Discretionary,ITX VX Equity,74.7,88.3,63.1,77.5,Sep-13
Infineon Technologies AG,Information Technology,IFNNF US Equity,67.0,90.8,100.0,30.0,Sep-13
Infosys Ltd.,Information Technology,INFZF US Equity,71.4,62.5,83.3,62.5,Sep-13
ING Groep NV,Financials,ING SW Equity,81.5,86.7,59.7,100.0,Sep-13
Ingenico SA,Information Technology,INGIF US Equity,69.2,66.7,66.0,75.0,Sep-13
Inmarsat Plc,Telecommunication Services,IMASF US Equity,43.6,80.0,43.6,0.0,Sep-13
Intercontinental Hotels Group plc,Consumer Discretionary,IHG QM Equity,47.7,75.0,54.3,10.0,Sep-13
Intermediate Capital Group PLC,Financials,ICP VX Equity,40.6,25.0,100.0,0.0,Sep-13
International Business Machines Corp.,Information Technology,IBM US Equity,67.0,100.0,55.0,43.8,Sep-13
Intertek Group plc,Industrials,IKTSF US Equity,51.6,72.5,30.0,41.7,Sep-13
Intesa Sanpaolo S.p.A.,Financials,IITSF US Equity,73.8,71.1,93.0,40.0,Sep-13
intu properties plc,Financials,CCRGF US Equity,66.2,64.2,62.5,70.0,Sep-13
Invensys plc,Industrials,IVNSF US Equity,79.0,91.3,85.0,60.7,Sep-13
Ipsen S.A.,Health Care,IPSEF US Equity,60.3,69.1,50.0,100.0,Sep-13
Ipsos SA,Consumer Discretionary,IPSOF US Equity,37.5,76.0,32.4,8.0,Sep-13
Jastrzebska Spolka Weglowa S.A.,Materials,JSW PW Equity,40.0,33.3,48.0,33.3,Sep-13
JCDecaux SA,Consumer Discretionary,JCDXF US Equity,40.9,61.0,38.0,26.0,Sep-13
Jupiter Fund Management Plc,Financials,JUP LN Equity,73.1,77.0,100.0,0.0,Sep-13
K+S Aktiengesellschaft,Materials,KPLUF US Equity,48.5,77.0,38.0,35.7,Sep-13
Kabel Deutschland Holding AG,Consumer Discretionary,KBDHF US Equity,39.7,75.8,41.7,0.0,Sep-13
Kazakhmys PLC,Materials,KZMYF US Equity,43.0,54.2,38.1,39.1,Sep-13
KBC Group NV,Financials,KBCSF US Equity,61.9,65.0,60.0,40.0,Sep-13
Kellogg Company,Consumer Staples,K US Equity,71.8,83.3,93.3,59.7,Sep-13
Kering SA,Consumer Discretionary,PPRUF US Equity,65.8,84.2,47.4,75.0,Sep-13
Kerry Group plc,Consumer Staples,KRYAF US Equity,52.0,68.3,76.0,36.6,Sep-13
KGHM Polska Miedz SA,Materials,KGHPF US Equity,42.2,33.3,47.8,41.7,Sep-13
KingFisher plc,Consumer Discretionary,KGFHF US Equity,64.4,87.5,40.6,77.5,Sep-13
Klepierre SA,Financials,KLPEF US Equity,62.5,66.7,62.5,58.8,Sep-13
Koninklijke Ahold N.V.,Consumer Staples,AH VX Equity,68.9,95.8,55.6,55.0,Sep-13
Koninklijke Philips Electronics NV,Industrials,RYLPF US Equity,94.5,95.0,89.8,96.9,Sep-13
Lafarge S.A.,Materials,LFGEF US Equity,49.7,79.2,33.0,36.4,Sep-13
Lagardere SCA,Consumer Discretionary,LGDDF US Equity,66.3,100.0,58.9,46.0,Sep-13
L'Air Liquide SA,Materials,AIQUF US Equity,68.5,85.0,78.0,50.0,Sep-13
Land Securities Group plc,Financials,LAND VX Equity,83.3,96.7,87.5,69.5,Sep-13
"Laredo Petroleum Holdings, Inc.",Energy,LPI US Equity,53.6,56.3,54.0,50.0,Sep-13
Legal & General Group Plc,Financials,LGGNF US Equity,69.5,67.1,83.3,50.0,Sep-13
Legrand S.A.,Industrials,LGRVF US Equity,61.9,81.3,50.0,50.0,Sep-13
Lloyds Banking Group plc,Financials,LLDTF US Equity,53.8,58.9,43.3,40.0,Sep-13
Lonmin plc,Materials,LMI VX Equity,74.3,80.8,71.9,71.4,Sep-13
L'Oreal SA,Consumer Staples,LRLCF US Equity,71.1,68.8,77.5,71.7,Sep-13
Lundin Petroleum AB,Energy,LNDNF US Equity,68.3,73.1,66.4,65.0,Sep-13
LVMH Moet Hennessy Louis Vuitton,Consumer Discretionary,LVMHF US Equity,41.4,40.0,59.6,27.5,Sep-13
"Magna International, Inc.",Consumer Discretionary,MGA US Equity,62.5,80.0,56.3,33.8,Sep-13
Man Strategic Holdings plc,Financials,1746155D US Equity,50.8,51.1,66.7,0.0,Sep-13
Marathon Oil Corporation,Energy,MRO US Equity,71.9,76.3,72.0,64.8,Sep-13
Marks & Spencer Group plc,Consumer Discretionary,MAKSF US Equity,62.7,79.2,41.1,81.3,Sep-13
Mead Johnson Nutrition Company,Consumer Staples,MJN US Equity,45.0,70.8,83.3,20.5,Sep-13
Mechel OAO,Materials,SAM LI Equity,25.0,62.5,25.0,0.0,Sep-13
Mediaset Espana Comunicacion SA,Consumer Discretionary,GETVF US Equity,55.9,61.8,74.3,17.0,Sep-13
Mediaset SpA,Consumer Discretionary,MDIEF US Equity,27.6,40.0,36.1,0.0,Sep-13
Mediobanca S.p.a.,Financials,MDIBF US Equity,48.5,36.7,100.0,0.0,Sep-13
Meggitt plc,Industrials,MEGGF US Equity,72.4,76.0,62.0,62.5,Sep-13
Mercialys S.A.,Financials,MEIYF US Equity,54.4,64.2,50.0,48.6,Sep-13
Merck KGaA,Health Care,MKGAF US Equity,72.5,79.7,64.2,100.0,Sep-13
Metro AG,Consumer Staples,MTAGF US Equity,55.3,66.0,52.1,45.0,Sep-13
Metropole Television SA,Consumer Discretionary,MSXTF US Equity,42.3,76.0,44.3,5.0,Sep-13
Mobistar SA,Telecommunication Services,MBSRF US Equity,65.5,83.3,55.6,60.0,Sep-13
MTU Aero Engines Holding AG,Industrials,MTUAF US Equity,53.8,62.2,50.0,25.0,Sep-13
Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft,Financials,MURGF US Equity,79.5,92.1,60.0,25.0,Sep-13
Murphy Oil Corporation,Energy,MUR US Equity,58.7,76.0,54.1,41.0,Sep-13
National Grid plc,Utilities,NNGE GR Equity,64.3,87.5,75.7,12.5,Sep-13
"National Oilwell Varco, Inc.",Energy,NOV US Equity,59.9,81.1,57.1,39.3,Sep-13
Natixis,Financials,NTXFF US Equity,65.3,70.0,59.7,40.0,Sep-13
Neopost SA,Information Technology,NPACF US Equity,65.7,93.3,33.3,75.0,Sep-13
Neste Oil Corp.,Energy,NTOIF US Equity,84.8,100.0,98.8,55.5,Sep-13
Nestle S.A.,Consumer Staples,NSRGF US Equity,79.8,100.0,56.7,75.0,Sep-13
Newfield Exploration Co.,Energy,NFX US Equity,68.0,85.0,59.5,59.8,Sep-13
Nexans SA,Industrials,NXPRF US Equity,36.5,50.0,33.3,25.0,Sep-13
Nexity,Consumer Discretionary,NXYAF US Equity,40.0,63.3,50.0,8.3,Sep-13
Next Plc,Consumer Discretionary,NXGPF US Equity,54.7,84.2,41.3,37.5,Sep-13
"Noble Energy, Inc.",Energy,NBL US Equity,57.7,70.6,51.8,49.8,Sep-13
Nokia Corporation,Information Technology,NKASF US Equity,72.3,93.3,45.7,83.3,Sep-13
Nordea Bank AB,Financials,NDBHF US Equity,74.6,70.0,86.7,80.0,Sep-13
Norsk Hydro ASA,Materials,NHYKF US Equity,89.0,91.7,86.1,90.0,Sep-13
Novartis AG,Health Care,NVSEF US Equity,75.4,82.9,66.7,100.0,Sep-13
Novo Nordisk A/S,Health Care,NVOB LN Equity,68.5,76.4,59.2,100.0,Sep-13
OAO Novatek,Energy,NVFIF US Equity,67.0,65.0,69.5,65.0,Sep-13
OAO Tatneft,Energy,OAOTF US Equity,56.6,50.0,62.0,49.8,Sep-13
Obrascon Huarte Lain SA,Industrials,OBSJF US Equity,53.7,71.7,53.0,40.6,Sep-13
OC Oerlikon Corporation AG,Industrials,USXHF US Equity,47.0,75.0,43.0,17.9,Sep-13
Occidental Petroleum Corporation,Energy,OXY US Equity,69.5,69.9,82.6,40.0,Sep-13
"Oceaneering International, Inc.",Energy,OII US Equity,68.7,87.5,74.9,39.3,Sep-13
OJSC Novolipetsk Steel,Materials,NLMK LI Equity,47.1,50.0,90.0,16.7,Sep-13
OMV Aktiengesellschaft,Energy,OMVJF US Equity,75.1,78.6,77.2,64.8,Sep-13
Open Joint Stock Company Oil company LUKOIL,Energy,LUKOF US Equity,54.1,69.8,51.4,45.0,Sep-13
Ophir Energy Plc,Energy,OPGYF US Equity,57.8,75.0,54.0,50.0,Sep-13
Oracle Corporation,Information Technology,ORCL US Equity,47.3,81.0,42.5,12.5,Sep-13
Orange,Telecommunication Services,FNCTF US Equity,76.3,84.2,80.6,60.0,Sep-13
ORPEA Societe Anonyme,Health Care,ORPEF US Equity,66.0,75.0,60.0,20.0,Sep-13
Pearson plc,Consumer Discretionary,PSORF US Equity,55.3,75.0,36.7,69.0,Sep-13
Pennon Group plc,Utilities,PEGRF US Equity,65.6,75.0,83.3,25.0,Sep-13
Pernod-Ricard SA,Consumer Staples,PDRDF US Equity,72.0,70.8,99.7,65.0,Sep-13
Petrofac Limited,Energy,POFCF US Equity,75.6,79.4,75.4,71.4,Sep-13
Petropavlovsk PLC,Materials,PPLKF US Equity,50.5,41.7,61.0,41.7,Sep-13
PGE Polska Grupa Energetyczna S.A.,Utilities,PPOEF US Equity,50.5,60.0,66.3,12.5,Sep-13
